age,bin,attri_mort,attri_mort_lower,attri_mort_upper
65,124.5,0.012994194,0.011078174,0.014740677
70,124.5,0.01955546,0.01664223,0.022220514
75,124.5,0.027339302,0.023215703,0.031127991
80,124.5,0.039890611,0.033751302,0.045573352
85,124.5,0.09207649,0.077905599,0.105193514
25,125,0.000827691,0.000710259,0.000933234
30,125,0.001087609,0.000933042,0.001226597
35,125,0.001465004,0.00125663,0.001652471
40,125,0.00196654,0.001686636,0.002218596
45,125,0.00273626,0.002345331,0.003088932
50,125,0.004018678,0.003441485,0.004540553
55,125,0.005734571,0.004904925,0.006486493
60,125,0.008479845,0.007242507,0.009604193
65,125,0.012469516,0.010631544,0.014144603
70,125,0.018792793,0.015994185,0.021352617
75,125,0.026302747,0.022336823,0.029946057
80,125,0.039607844,0.033513884,0.045247875
85,125,0.093589228,0.079189846,0.106916023
25,125.5,0.000913984,0.000784364,0.001030459
30,125.5,0.001217112,0.001044215,0.001372556
35,125.5,0.001636366,0.001403718,0.001845636
40,125.5,0.002176404,0.00186676,0.002455194
45,125.5,0.002961606,0.002538656,0.003343102
50,125.5,0.0043459,0.003721959,0.004909951
55,125.5,0.006276324,0.005368652,0.007098834
60,125.5,0.009029161,0.007712165,0.010225708
65,125.5,0.013002747,0.011086876,0.01474857
70,125.5,0.020015127,0.017035522,0.022740111
75,125.5,0.027588015,0.023429672,0.03140757
80,125.5,0.041415117,0.035045003,0.047310028
85,125.5,0.097825111,0.082778497,0.111749269
25,126,0.000908709,0.000779895,0.00102444
30,126,0.001195062,0.001025373,0.001347594
35,126,0.001617255,0.001387425,0.001823952
40,126,0.002146552,0.00184129,0.002421349
45,126,0.002946884,0.002526219,0.003326253
50,126,0.004265715,0.003653546,0.004819032
55,126,0.006108522,0.005225483,0.006908579
60,126,0.008936074,0.007633177,0.010119621
65,126,0.012992402,0.011078793,0.014735892
70,126,0.019669526,0.016742449,0.022346072
75,126,0.027344605,0.023224374,0.031128601
80,126,0.040419256,0.034204274,0.046169865
85,126,0.094211856,0.07972557,0.107615753
25,126.5,0.000872125,0.000748555,0.000983124
30,126.5,0.001149783,0.000986598,0.001296442
35,126.5,0.001557669,0.001336409,0.001756623
40,126.5,0.002086371,0.001789803,0.002353293
45,126.5,0.002869234,0.002459837,0.003238374
50,126.5,0.004209419,0.003605594,0.004755096
55,126.5,0.006078939,0.005200554,0.006874642
60,126.5,0.008826656,0.007540246,0.009995029
65,126.5,0.012844021,0.010953026,0.014566626
70,126.5,0.019487178,0.016588346,0.022137481
75,126.5,0.027020624,0.022950684,0.030757875
80,126.5,0.040509587,0.034282755,0.046270363
85,126.5,0.095385917,0.080723907,0.108950525
25,127,0.000908671,0.000779979,0.00102425
30,127,0.00120211,0.001031574,0.001355348
35,127,0.001625386,0.001394608,0.00183286
40,127,0.002164851,0.00185726,0.002441645
45,127,0.002957912,0.002536041,0.003338235
50,127,0.004321636,0.003701969,0.004881535
55,127,0.006240007,0.005338708,0.007056335
60,127,0.009019006,0.007705072,0.010212187
65,127,0.01304573,0.01112575,0.014794471
70,127,0.019908333,0.016947906,0.022614545
75,127,0.027517421,0.023374055,0.031321577
80,127,0.041065332,0.034754989,0.04690265
85,127,0.096444643,0.081624381,0.110153978
25,127.5,0.000987275,0.000847509,0.00111278
30,127.5,0.001300551,0.001116126,0.001466243
35,127.5,0.001763052,0.00151283,0.00198797
40,127.5,0.002317181,0.001988081,0.002613283
45,127.5,0.003146848,0.00269821,0.003551237
50,127.5,0.004500531,0.003855467,0.005083287
55,127.5,0.006451755,0.00552023,0.007295331
60,127.5,0.009365746,0.008001801,0.010604154
65,127.5,0.013484393,0.011500563,0.015291027
70,127.5,0.020519711,0.017469415,0.023307689
75,127.5,0.028375667,0.024104456,0.032296678
80,127.5,0.041286273,0.034943839,0.047152546
85,127.5,0.095123246,0.080510332,0.108639085
25,128,0.000893544,0.000767103,0.001007064
30,128,0.001177707,0.001010774,0.001327656
35,128,0.001603238,0.001375796,0.001807645
40,128,0.002147077,0.001842266,0.002421277
45,128,0.002938972,0.002520147,0.003316425
50,128,0.004306619,0.003689601,0.004863946
55,128,0.006260421,0.005356882,0.007078521
60,128,0.009013909,0.00770171,0.010205147
65,128,0.013062192,0.011141197,0.014811339
70,128,0.019837728,0.016889867,0.022531694
75,128,0.027389701,0.023268294,0.031172665
80,128,0.04092113,0.034636699,0.046733002
85,128,0.096051268,0.081300267,0.109693065
25,128.5,0.000952005,0.000817349,0.00107288
30,128.5,0.001255748,0.001077828,0.001415539
35,128.5,0.00170346,0.001461902,0.001920516
40,128.5,0.002254843,0.001934867,0.002542637
45,128.5,0.003069688,0.002632413,0.003463703
50,128.5,0.004436197,0.003800868,0.005009971
55,128.5,0.00639564,0.005472942,0.007230956
60,128.5,0.009246544,0.007900989,0.010467881
65,128.5,0.013337879,0.011377049,0.015123032
70,128.5,0.020311032,0.017293879,0.02306793
75,128.5,0.028057012,0.023836557,0.031930356
80,128.5,0.041309305,0.03496712,0.047173878
85,128.5,0.0960063,0.081266517,0.109636073
25,129,0.000927937,0.000796743,0.001045682
30,129,0.001229238,0.001055151,0.001385559
35,129,0.001663875,0.001428035,0.001875757
40,129,0.002214016,0.001899971,0.002496426
45,129,0.003014352,0.002585143,0.003401031
50,129,0.00440257,0.00377232,0.004971661
55,129,0.00637665,0.005457063,0.007209011
60,129,0.009168713,0.007835008,0.0103791
65,129,0.013217807,0.011275365,0.014985949
70,129,0.020223493,0.017220432,0.022967106
75,129,0.027875333,0.023683658,0.031721737
80,129,0.041549978,0.035172841,0.047446141
85,129,0.097494745,0.082531129,0.111329787
25,129.5,0.000941583,0.000808515,0.001060991
30,129.5,0.001242861,0.001066918,0.001400823
35,129.5,0.001686081,0.001447191,0.001900667
40,129.5,0.002237457,0.001920216,0.002522696
45,129.5,0.003048307,0.002614438,0.003439123
50,129.5,0.004422251,0.003789433,0.004993574
55,129.5,0.0063883,0.005467384,0.007221737
60,129.5,0.009221524,0.007880631,0.010438254
65,129.5,0.013308875,0.011353741,0.015088309
70,129.5,0.020277938,0.017267813,0.02302762
75,129.5,0.027998913,0.023790001,0.031860621
80,129.5,0.041403474,0.035050664,0.047276416
85,129.5,0.096530346,0.081719045,0.11022286
25,130,0.000981381,0.000842753,0.001105754
30,130,0.001290643,0.00110802,0.001454572
35,130,0.001752883,0.001504643,0.001975828
40,130,0.002308554,0.001981382,0.002602667
45,130,0.003140793,0.00269396,0.003543213
50,130,0.00449689,0.003853672,0.005077498
55,130,0.00645486,0.005524748,0.007296476
60,130,0.009375129,0.008012462,0.010611408
65,130,0.013522733,0.011536975,0.015329747
70,130,0.020527673,0.017481639,0.023309724
75,130,0.028405702,0.024137181,0.032321523
80,130,0.041371008,0.035025246,0.047236637
85,130,0.09533236,0.080709643,0.108848693
25,130.5,0.000931268,0.000799771,0.001049225
30,130.5,0.001232809,0.001058438,0.001389305
35,130.5,0.001669624,0.001433267,0.001881862
40,130.5,0.002221545,0.001906826,0.002504419
45,130.5,0.003025654,0.002595367,0.003413115
50,130.5,0.004416015,0.0037846,0.004985883
55,130.5,0.006395199,0.005474017,0.007228609
60,130.5,0.009200843,0.007863982,0.010413536
65,130.5,0.013269644,0.011321715,0.015041987
70,130.5,0.02028586,0.017276687,0.023033881
75,130.5,0.027971018,0.023769117,0.03182524
80,130.5,0.041658221,0.035270178,0.047562257
85,130.5,0.097670841,0.082693593,0.111513296
25,131,0.000965858,0.000829532,0.001088127
30,131,0.001269932,0.001090383,0.001431051
35,131,0.001726477,0.001482169,0.001945819
40,131,0.002281249,0.001958201,0.002571564
45,131,0.003108513,0.002666613,0.003506369
50,131,0.004468658,0.003829959,0.005045013
55,131,0.006430149,0.005504276,0.007267681
60,131,0.009327956,0.007973108,0.010556789
65,131,0.013473115,0.011495996,0.015271766
70,131,0.020437216,0.017406582,0.023204453
75,131,0.028277184,0.024030595,0.032171879
80,131,0.041368402,0.035026592,0.047229019
85,131,0.095620593,0.08096188,0.109167059
25,131.5,0.000939865,0.00080726,0.001058779
30,131.5,0.001251102,0.001074284,0.001409745
35,131.5,0.001686394,0.001447851,0.001900528
40,131.5,0.002241666,0.001924345,0.002526791
45,131.5,0.003042993,0.002610572,0.003432256
50,131.5,0.004458893,0.003821828,0.00503369
55,131.5,0.0064594,0.005529653,0.007300316
60,131.5,0.00925659,0.007912581,0.01047542
65,131.5,0.013301831,0.011350509,0.015076772
70,131.5,0.020485143,0.017448383,0.023257612
75,131.5,0.028181335,0.023950438,0.032061157
80,131.5,0.042199827,0.03573233,0.04817589
85,131.5,0.099443961,0.084203309,0.113526544
25,132,0.000960493,0.000825036,0.001081944
30,132,0.001271313,0.001091715,0.001432423
35,132,0.001719811,0.001476645,0.001938058
40,132,0.002276627,0.001954493,0.002566027
45,132,0.003093992,0.002654505,0.00348955
50,132,0.004486203,0.003845493,0.005064194
55,132,0.006472517,0.005541244,0.007314678
60,132,0.009332605,0.007978069,0.010560789
65,132,0.013435746,0.011465499,0.015227634
70,132,0.020553887,0.017508002,0.023334287
75,132,0.028353202,0.024097917,0.032254862
80,132,0.041933078,0.035508388,0.047868869
85,132,0.097836063,0.08284632,0.111685131
25,132.5,0.000956307,0.000821499,0.001077155
30,132.5,0.001267533,0.001088546,0.001428066
35,132.5,0.001713234,0.001471101,0.001930515
40,132.5,0.002270431,0.001949311,0.002558871
45,132.5,0.003084854,0.002646849,0.003479012
50,132.5,0.004485066,0.00384478,0.005062578
55,132.5,0.006477894,0.005546221,0.007320282
60,132.5,0.009325984,0.007972937,0.01055263
65,132.5,0.013420795,0.011453469,0.015209752
70,132.5,0.020564795,0.017518385,0.023345274
75,132.5,0.028349577,0.024096261,0.032248888
80,132.5,0.042063479,0.035620774,0.048015158
85,132.5,0.098392864,0.083322407,0.112314729
25,133,0.00098282,0.000844327,0.001106952
30,133,0.001299422,0.001116002,0.001463907
35,133,0.001757766,0.001509433,0.001980578
40,133,0.002317906,0.001990193,0.002612224
45,133,0.003146595,0.002699987,0.003548437
50,133,0.004535343,0.00388811,0.005119041
55,133,0.006523245,0.005585369,0.007371125
60,133,0.00942935,0.008061759,0.010669014
65,133,0.01356459,0.011576826,0.015371899
70,133,0.020734317,0.017663728,0.02353651
75,133,0.028624431,0.024331126,0.032559941
80,133,0.042051578,0.035612353,0.047999398
85,133,0.097624662,0.082675685,0.111432821
25,133.5,0.000931146,0.000799988,0.001048683
30,133.5,0.001238822,0.001064028,0.001395546
35,133.5,0.00167165,0.001435581,0.001883425
40,133.5,0.002227751,0.001912914,0.00251046
45,133.5,0.003028446,0.002598781,0.00341498
50,133.5,0.004449381,0.003814667,0.005021696
55,133.5,0.006456921,0.005528942,0.007295722
60,133.5,0.009248464,0.007907612,0.010463705
65,133.5,0.013307814,0.011358385,0.015080007
70,133.5,0.020471179,0.017440608,0.023236459
75,133.5,0.028166535,0.023943279,0.032037296
80,133.5,0.04229272,0.035818526,0.048272113
85,133.5,0.099822576,0.084541702,0.113935577
25,134,0.000982939,0.000844542,0.001106945
30,134,0.001302354,0.001118668,0.001467024
35,134,0.001758911,0.001510616,0.001981618
40,134,0.002320604,0.001992771,0.002614935
45,134,0.003147474,0.002701092,0.003548987
50,134,0.004548779,0.003900126,0.005133576
55,134,0.006547859,0.00560715,0.007398044
60,134,0.009446848,0.008077711,0.01068755
65,134,0.013575137,0.011587214,0.015382076
70,134,0.020807939,0.017728505,0.023617435
75,134,0.028699002,0.024397226,0.032641241
80,134,0.042306227,0.035831722,0.048285223
85,134,0.098504277,0.08342928,0.112425551
25,134.5,0.000926273,0.000795908,0.001043062
30,134.5,0.001235192,0.001061051,0.001391279
35,134.5,0.001664268,0.00142943,0.001874869
40,134.5,0.00222131,0.001907633,0.002502887
45,134.5,0.003018135,0.002590266,0.003402933
50,134.5,0.004452106,0.003817484,0.005024164
55,134.5,0.006470648,0.005541379,0.007310368
60,134.5,0.009246416,0.007906814,0.010460171
65,134.5,0.013294695,0.011348522,0.01506343
70,134.5,0.020506295,0.017472516,0.023273761
75,134.5,0.028185751,0.023962241,0.032055759
80,134.5,0.042521491,0.03601588,0.048528489
85,134.5,0.100732915,0.08532118,0.114963447
25,135,0.000947571,0.000814258,0.001066982
30,135,0.001259255,0.001081788,0.001418299
35,135,0.001699634,0.001459895,0.001914598
40,135,0.002258837,0.001939978,0.002545022
45,135,0.003068839,0.002633941,0.003459902
50,135,0.004488781,0.003849161,0.005065262
55,135,0.006500092,0.005566924,0.007343216
60,135,0.009328614,0.007977565,0.010552578
65,135,0.013418706,0.011455021,0.015203119
70,135,0.020622729,0.017572684,0.023404679
75,135,0.028394565,0.024141024,0.032291622
80,135,0.04242946,0.035939685,0.048421161
85,135,0.099786879,0.084524042,0.11387833
25,135.5,0.000939265,0.000807178,0.00105756
30,135.5,0.001243364,0.00106821,0.00140031
35,135.5,0.001684184,0.001446724,0.00189707
40,135.5,0.00224194,0.001925598,0.00252582
45,135.5,0.003054253,0.002621598,0.003443236
50,135.5,0.004460292,0.003824984,0.005032795
55,135.5,0.00646181,0.005534494,0.007299515
60,135.5,0.009296302,0.007950436,0.010515384
65,135.5,0.013411218,0.011449338,0.015193734
70,135.5,0.020502359,0.017471156,0.023266729
75,135.5,0.028273689,0.024039637,0.032152364
80,135.5,0.042141873,0.035697981,0.048090503
85,135.5,0.098838175,0.083724884,0.112789891
25,136,0.000994509,0.000854705,0.001119694
30,136,0.001324489,0.001137978,0.001491587
35,136,0.001780911,0.001529907,0.002005906
40,136,0.002347238,0.002016161,0.002644296
45,136,0.003173572,0.002724179,0.003577543
50,136,0.004603047,0.003947641,0.005193577
55,136,0.006627622,0.005676842,0.007486401
60,136,0.009526488,0.00814776,0.010775161
65,136,0.013641674,0.011646733,0.015453984
70,136,0.021058982,0.017946463,0.023897159
75,136,0.02898291,0.024643918,0.032957239
80,136,0.042944473,0.036379614,0.049004091
85,136,0.100477588,0.085117737,0.114655318
25,136.5,0.000984639,0.000846279,0.00110851
30,136.5,0.001309502,0.001125176,0.001474614
35,136.5,0.001763598,0.001515136,0.001986278
40,136.5,0.002328862,0.002000509,0.002623427
45,136.5,0.003153782,0.002707368,0.003555012
50,136.5,0.004579331,0.003927551,0.005166502
55,136.5,0.006601158,0.005654529,0.007456062
60,136.5,0.009492146,0.008118884,0.010735688
65,136.5,0.013614621,0.011624327,0.015422455
70,136.5,0.020970239,0.017871867,0.023795132
75,136.5,0.028875923,0.024554317,0.032833812
80,136.5,0.042823271,0.0362788,0.048863359
85,136.5,0.100212893,0.084897846,0.114347606
25,137,0.000970635,0.000834295,0.00109268
30,137,0.001286825,0.001105759,0.001448992
35,137,0.001738603,0.001493754,0.001958012
40,137,0.002301843,0.001977421,0.002592841
45,137,0.003125981,0.002683663,0.003523471
50,137,0.004540461,0.003894445,0.005122359
55,137,0.006553914,0.005614384,0.007402289
60,137,0.009438279,0.008073269,0.010674182
65,137,0.013576874,0.011592739,0.015378879
70,137,0.0208158,0.017741193,0.023618666
75,137,0.028698574,0.024404768,0.032630538
80,137,0.04254615,0.036045724,0.048544913
85,137,0.099455512,0.084260172,0.113478168
25,137.5,0.001039716,0.00089373,0.001170377
30,137.5,0.001387987,0.001192763,0.001562808
35,137.5,0.001859465,0.001597696,0.002094
40,137.5,0.002433266,0.002090453,0.002740712
45,137.5,0.003275133,0.002811885,0.003691368
50,137.5,0.004717633,0.004046656,0.005321923
55,137.5,0.006758774,0.005790227,0.007633224
60,137.5,0.009724412,0.008318514,0.010997157
65,137.5,0.013864084,0.011838656,0.015703336
70,137.5,0.021504516,0.018329208,0.024398807
75,137.5,0.029578151,0.02515409,0.033628884
80,137.5,0.043523972,0.036875987,0.049658226
85,137.5,0.101415546,0.085925027,0.11570901
25,138,0.000976696,0.000839613,0.001099368
30,138,0.001298352,0.001115808,0.001461792
35,138,0.001750098,0.001503822,0.001970717
40,138,0.002315684,0.001989563,0.002608115
45,138,0.003139544,0.002695644,0.003538336
50,138,0.004568325,0.003918824,0.005153187
55,138,0.006594662,0.005649969,0.007447451
60,138,0.009479014,0.008109067,0.010719038
65,138,0.013610572,0.011622844,0.015415344
70,138,0.020944167,0.017852584,0.023761774
75,138,0.028843637,0.024530739,0.032792097
80,138,0.042870435,0.036324038,0.048910259
85,138,0.100457096,0.085117102,0.114610057
25,138.5,0.001057545,0.000909168,0.001190304
30,138.5,0.001407502,0.001209682,0.001584593
35,138.5,0.001888993,0.001623266,0.002127002
40,138.5,0.00246499,0.002117965,0.002776121
45,138.5,0.003319069,0.00284995,0.003740459
50,138.5,0.004749449,0.004074427,0.005357208
55,138.5,0.006785333,0.00581365,0.00766237
60,138.5,0.009799122,0.008383369,0.011080442
65,138.5,0.013981456,0.011940198,0.015834596
70,138.5,0.02160903,0.01842026,0.024514861
75,138.5,0.029769028,0.025319019,0.033842548
80,138.5,0.043456117,0.036822003,0.04957624
85,138.5,0.100606362,0.085247552,0.114775219
25,139,0.001003113,0.000862426,0.001128974
30,139,0.001328103,0.001141512,0.001495118
35,139,0.001793996,0.001541726,0.002019919
40,139,0.002362545,0.002030064,0.002660593
45,139,0.003203163,0.002750589,0.003609634
50,139,0.004615227,0.003959511,0.005205523
55,139,0.006633719,0.005684071,0.00749075
60,139,0.009584845,0.008200505,0.010837568
65,139,0.0137713,0.011761363,0.015595775
70,139,0.021096806,0.017984557,0.023932548
75,139,0.029115087,0.024764068,0.03309752
80,139,0.042777699,0.036248838,0.048800081
85,139,0.099334998,0.084174187,0.113319706
25,139.5,0.000926984,0.000797022,0.001043233
30,139.5,0.001238612,0.001064658,0.001394292
35,139.5,0.001667008,0.001432681,0.001876831
40,139.5,0.002229253,0.001915646,0.002510341
45,139.5,0.003028522,0.002600776,0.003412635
50,139.5,0.004486269,0.003849101,0.005059785
55,139.5,0.006531794,0.005597061,0.007375247
60,139.5,0.009313902,0.007969147,0.010530638
65,139.5,0.01338711,0.011433877,0.015159876
70,139.5,0.020696008,0.017643835,0.02347666
75,139.5,0.028424194,0.024177665,0.032310516
80,139.5,0.043093121,0.036517855,0.049157635
85,139.5,0.102452345,0.086819889,0.116870503
25,140,0.001048369,0.000901448,0.001179766
30,140,0.001390366,0.001195177,0.001565022
35,140,0.001872189,0.001609125,0.002107707
40,140,0.002447479,0.002103307,0.002755914
45,140,0.003304508,0.002837962,0.0037234
50,140,0.004723644,0.004053014,0.005327189
55,140,0.006753388,0.005787296,0.007625011
60,140,0.009774752,0.008363958,0.011051062
65,140,0.01398889,0.011948551,0.015840462
70,140,0.021508131,0.01833722,0.024396576
75,140,0.029675856,0.025243696,0.033731557
80,140,0.043236773,0.036641412,0.049319107
85,140,0.099855237,0.084623272,0.113902365
25,140.5,0.001133589,0.000974783,0.001275596
30,140.5,0.001502239,0.001291421,0.001690854
35,140.5,0.00201772,0.001734308,0.002271418
40,140.5,0.002603325,0.002237368,0.002931237
45,140.5,0.003495479,0.003002142,0.003938364
50,140.5,0.00490561,0.004209382,0.005532106
55,140.5,0.006937606,0.005945489,0.00783259
60,140.5,0.010107268,0.008648947,0.011426399
65,140.5,0.014392063,0.012293564,0.016296172
70,140.5,0.022160854,0.018894677,0.025135721
75,140.5,0.030616217,0.026044884,0.034798781
80,140.5,0.043662986,0.037004293,0.04980309
85,140.5,0.099277001,0.084137066,0.113237815
25,141,0.001195214,0.001027843,0.001344854
30,141,0.001585096,0.00136274,0.001784001
35,141,0.002123525,0.001825372,0.002390375
40,141,0.002717145,0.00233534,0.003059201
45,141,0.003632841,0.00312032,0.004092876
50,141,0.005043547,0.004328016,0.005687315
55,141,0.007082661,0.006070173,0.007995882
60,141,0.010352753,0.00885955,0.011703243
65,141,0.014679335,0.012539691,0.016620504
70,141,0.022667388,0.019327656,0.02570884
75,141,0.031324711,0.02664906,0.035602187
80,141,0.044102607,0.037378768,0.05030207
85,141,0.099348583,0.084201976,0.11331395
25,141.5,0.00103575,0.000890752,0.001165371
30,141.5,0.001379011,0.001185622,0.001551984
35,141.5,0.001852312,0.001592316,0.002084984
40,141.5,0.002428439,0.002087302,0.002734025
45,141.5,0.003276227,0.00281415,0.003690936
50,141.5,0.004718543,0.00404931,0.005320587
55,141.5,0.006766578,0.005799544,0.007638707
60,141.5,0.009750617,0.008344639,0.011022081
65,141.5,0.013936782,0.011905898,0.015779091
70,141.5,0.02153155,0.018359953,0.024419592
75,141.5,0.029651416,0.025226557,0.03369906
80,141.5,0.043604087,0.036957636,0.049731649
85,141.5,0.101466246,0.086000026,0.115725021
25,142,0.000886479,0.000762425,0.000997362
30,142,0.001191952,0.001024857,0.001341384
35,142,0.001600056,0.001375549,0.001800938
40,142,0.002161059,0.001857592,0.002432861
45,142,0.002939301,0.002524892,0.003311177
50,142,0.004431011,0.003802775,0.004996097
55,142,0.006501949,0.005573045,0.007339578
60,142,0.00919654,0.007870886,0.010395211
65,142,0.013220046,0.011294201,0.014966844
70,142,0.02055825,0.017530921,0.023314579
75,142,0.028151677,0.023951811,0.031993068
80,142,0.043493012,0.036865198,0.049602761
85,142,0.104811941,0.088839842,0.119535578
25,142.5,0.001003898,0.000863468,0.001129398
30,142.5,0.001324518,0.001138914,0.001490477
35,142.5,0.001794642,0.001542933,0.00201983
40,142.5,0.002365479,0.002033439,0.002662827
45,142.5,0.003214396,0.002761378,0.003620855
50,142.5,0.004621451,0.003966465,0.005210507
55,142.5,0.006642893,0.005694208,0.007498231
60,142.5,0.009622458,0.008235911,0.010876003
65,142.5,0.013860326,0.011841917,0.015690828
70,142.5,0.021133287,0.01802232,0.023965387
75,142.5,0.029211813,0.024855156,0.033196091
80,142.5,0.042790404,0.03627153,0.048799022
85,142.5,0.099047352,0.083958061,0.112955546
25,143,0.000926339,0.000796804,0.001042085
30,143,0.001232703,0.001060025,0.001387082
35,143,0.001665081,0.001431626,0.001873909
40,143,0.002229322,0.001916503,0.002509418
45,143,0.003036723,0.002608891,0.003420532
50,143,0.004488032,0.003852168,0.005059815
55,143,0.006535266,0.005602253,0.007376363
60,143,0.009344857,0.007998732,0.010561702
65,143,0.013470433,0.011509397,0.015248684
70,143,0.020713859,0.017665523,0.023488616
75,143,0.028498793,0.024249641,0.032384316
80,143,0.043069917,0.036510086,0.049115673
85,143,0.102067519,0.086521973,0.116394802
25,143.5,0.000966925,0.000831758,0.001087689
30,143.5,0.001291329,0.001110496,0.001452979
35,143.5,0.001735884,0.001492577,0.001953497
40,143.5,0.002306247,0.001982733,0.002595884
45,143.5,0.003124988,0.002684853,0.003519786
50,143.5,0.004590326,0.003940157,0.005174904
55,143.5,0.006652228,0.005702782,0.007508042
60,143.5,0.009512876,0.00814292,0.010751129
65,143.5,0.01364415,0.011658339,0.015444674
70,143.5,0.021109132,0.018003393,0.023935847
75,143.5,0.029010679,0.024686224,0.032964674
80,143.5,0.043603929,0.03696415,0.04972281
85,143.5,0.103053927,0.087361399,0.117515363
25,144,0.001039263,0.000894045,0.001168983
30,144,0.001390323,0.001195711,0.001564261
35,144,0.001860551,0.001599882,0.002093653
40,144,0.002440629,0.00209841,0.00274696
45,144,0.003285171,0.002822668,0.003699964
50,144,0.004756843,0.004083366,0.005362279
55,144,0.006831128,0.005856542,0.007709463
60,144,0.009803054,0.008391861,0.011078382
65,144,0.013973613,0.011940614,0.015816641
70,144,0.021728452,0.018532744,0.024636634
75,144,0.029859437,0.025409969,0.033927171
80,144,0.044219842,0.037488358,0.05042243
85,144,0.103526688,0.087767074,0.118048057
25,144.5,0.000951104,0.000818253,0.001069761
30,144.5,0.001273363,0.001095186,0.00143259
35,144.5,0.001709817,0.001470351,0.001923928
40,144.5,0.002279823,0.001960262,0.002565832
45,144.5,0.003090158,0.002655258,0.003480143
50,144.5,0.004569888,0.003923092,0.005151263
55,144.5,0.006642694,0.005695289,0.007496424
60,144.5,0.009468419,0.008105817,0.010699681
65,144.5,0.013579484,0.011604408,0.015369788
70,144.5,0.021061661,0.017964892,0.023879479
75,144.5,0.028910437,0.024603545,0.032847407
80,144.5,0.043782699,0.037119315,0.049921932
85,144.5,0.104054841,0.088218469,0.118645516
25,145,0.001100334,0.000946684,0.001237552
30,145,0.001455221,0.001251657,0.001637113
35,145,0.001960746,0.001686217,0.002206179
40,145,0.002545661,0.002188944,0.002864888
45,145,0.003431709,0.002948881,0.003864621
50,145,0.004847611,0.004161708,0.005464067
55,145,0.006888739,0.005906524,0.007773735
60,145,0.010025771,0.008583356,0.011329006
65,145,0.01433431,0.012250006,0.01622342
70,145,0.021984085,0.018752509,0.024924254
75,145,0.030390901,0.02586454,0.03452807
80,145,0.043661474,0.037018034,0.049781779
85,145,0.09972947,0.084554844,0.113709173
25,145.5,0.001098259,0.000944966,0.001235132
30,145.5,0.001445898,0.001243728,0.001626513
35,145.5,0.00195549,0.001681817,0.002200114
40,145.5,0.002539363,0.002183683,0.002857608
45,145.5,0.003431933,0.002949278,0.003864616
50,145.5,0.004827803,0.004144983,0.005441385
55,145.5,0.006855274,0.005878221,0.007735478
60,145.5,0.01001509,0.008574768,0.011316228
65,145.5,0.014362219,0.012274633,0.016254018
70,145.5,0.021886519,0.018670437,0.024812174
75,145.5,0.030320286,0.025805972,0.034445892
80,145.5,0.043306411,0.036718986,0.04937434
85,145.5,0.098360348,0.083398559,0.112142221
25,146,0.001169425,0.001006254,0.0013151
30,146,0.001558506,0.001340663,0.001753096
35,146,0.002082288,0.001790966,0.002342654
40,146,0.002678625,0.002303563,0.003014167
45,146,0.003580685,0.003077274,0.004031917
50,146,0.005033123,0.00432149,0.005672515
55,146,0.007109045,0.006096138,0.008021437
60,146,0.010320924,0.008837067,0.011661231
65,146,0.014622687,0.01249786,0.016548008
70,146,0.02271892,0.019381446,0.025754663
75,146,0.031313713,0.026652707,0.035572915
80,146,0.044805918,0.03799201,0.051081853
85,146,0.102284306,0.086729316,0.116611196
25,146.5,0.001234607,0.001062396,0.001388335
30,146.5,0.001645873,0.001415889,0.001851282
35,146.5,0.002194102,0.001887232,0.00246833
40,146.5,0.002798717,0.002406959,0.003149153
45,146.5,0.003725822,0.003202164,0.004195147
50,146.5,0.005177463,0.004445633,0.005834924
55,146.5,0.007259591,0.006225524,0.008190937
60,146.5,0.010578317,0.009057867,0.011951522
65,146.5,0.014924609,0.012756479,0.016888957
70,146.5,0.02324619,0.019832112,0.026351288
75,146.5,0.032054156,0.02728407,0.036412609
80,146.5,0.045241614,0.038362944,0.051576664
85,146.5,0.102260304,0.08671232,0.116579541
25,147,0.001271312,0.00109404,0.001429536
30,147,0.001685808,0.001450322,0.001896102
35,147,0.002254567,0.001939345,0.00253622
40,147,0.002862214,0.002461701,0.003220434
45,147,0.003813244,0.003277473,0.004293362
50,147,0.005234266,0.004494644,0.005898641
55,147,0.007298443,0.006259167,0.008234364
60,147,0.010712751,0.009173446,0.012102819
65,147,0.015136433,0.012938174,0.017127844
70,147,0.02341186,0.019974415,0.026537859
75,147,0.032381096,0.027563626,0.036782361
80,147,0.044955755,0.038122157,0.051248654
85,147,0.100175378,0.084948,0.114197911
25,147.5,0.001305973,0.001123931,0.001468431
30,147.5,0.001737622,0.001494983,0.001954275
35,147.5,0.002315532,0.001991898,0.002604662
40,147.5,0.00292886,0.002519161,0.003295246
45,147.5,0.003887874,0.0033418,0.004377159
50,147.5,0.005327056,0.004574569,0.006002899
55,147.5,0.007408463,0.006353856,0.008358069
60,147.5,0.01086018,0.009300171,0.012268767
65,147.5,0.015280063,0.013061599,0.017289532
70,147.5,0.023778995,0.020288638,0.026952743
75,147.5,0.032841992,0.027957262,0.037304208
80,147.5,0.045525469,0.038606954,0.05189593
85,147.5,0.101444575,0.086028023,0.115639898
25,148,0.001307068,0.001124934,0.001469586
30,148,0.001739082,0.00149632,0.001955816
35,148,0.00231748,0.001993681,0.00260672
40,148,0.002931331,0.00252142,0.003297858
