year,age,cause,lossvsl_percapita_mean,lossvsl_percapita_lower,lossvsl_percapita_upper,lossvsly_percapita_mean,lossvsly_percapita_lower,lossvsly_percapita_upper,lossvslage_percapita_mean,lossvslage_percapita_lower,lossvslage_percapita_upper,lossvslyage_percapita_mean,lossvslyage_percapita_lower,lossvslyage_percapita_upper
2011,65,NCD_LRI,3179.171712,2433.404264,4008.727355,1891.431385,1452.527304,2377.816624,1805.762268,1389.202509,2266.231088,1669.37847,1261.458414,2145.072806
2012,65,NCD_LRI,3306.259719,2524.512009,4177.248234,1965.000827,1505.180158,2475.703151,1871.66754,1436.014712,2354.302665,1728.81808,1301.080997,2231.092596
2013,65,NCD_LRI,3248.962376,2476.682197,4109.345427,1943.226183,1485.821245,2451.258401,1849.483353,1416.910311,2328.578287,1706.262853,1282.515944,2199.899755
2014,65,NCD_LRI,3131.29858,2390.710913,3959.780083,1886.706658,1444.845901,2379.13445,1803.978038,1384.818339,2269.40205,1661.158138,1255.136066,2138.650372
2015,65,NCD_LRI,3297.584449,2498.870671,4199.728356,2009.16416,1526.596357,2552.981584,1920.657201,1462.847948,2434.328867,1763.595197,1318.555127,2299.268946
2016,65,NCD_LRI,3063.990097,2304.694114,3935.675565,1873.716462,1412.803454,2401.496928,1790.478598,1353.704762,2288.688818,1641.207339,1218.189225,2161.585392
2000,70,NCD_LRI,5569.134423,4294.21225,6994.927267,2726.617362,2105.910357,3419.263431,2332.832652,1805.401372,2919.720228,2138.444098,1608.834402,2755.759409
2001,70,NCD_LRI,5498.074889,4237.012436,6901.328538,2716.975975,2097.378442,3404.760847,2321.80179,1796.141098,2903.629984,2132.108959,1604.368085,2735.998403
2002,70,NCD_LRI,5489.399488,4245.191738,6862.048991,2727.988036,2112.482171,3405.677566,2344.979181,1820.149567,2921.164574,2146.890801,1622.349303,2737.035231
2003,70,NCD_LRI,5715.437707,4428.683064,7127.526728,2839.53139,2203.185269,3537.525015,2444.17063,1900.328874,3038.385764,2232.721753,1701.104012,2843.823542
2004,70,NCD_LRI,5478.122454,4233.413668,6860.038473,2737.239023,2118.373738,3423.566179,2345.09698,1818.259246,2927.318056,2144.062241,1618.085939,2721.473828
2005,70,NCD_LRI,5561.591307,4309.251914,6951.22528,2783.09595,2161.032683,3471.348637,2455.346866,1909.269433,3058.419883,2236.410033,1697.010136,2857.922107
2006,70,NCD_LRI,5556.049521,4312.015478,6939.422736,2784.004873,2166.658007,3467.243918,2481.103467,1932.090575,3088.046392,2252.865086,1717.400066,2877.686929
2007,70,NCD_LRI,5227.388309,4037.182789,6553.211369,2614.914638,2025.084339,3268.872915,2329.215653,1805.404693,2909.548006,2116.435127,1606.619588,2712.421531
2008,70,NCD_LRI,5427.079874,4185.484986,6798.957719,2717.474357,2102.066211,3394.831098,2419.562829,1872.756452,3021.194167,2199.720719,1661.479385,2815.661261
2009,70,NCD_LRI,5240.099647,4036.684315,6561.597609,2655.069098,2051.858982,3315.234028,2341.906933,1811.195143,2922.509342,2120.673867,1606.343956,2718.066183
2010,70,NCD_LRI,5016.890441,3858.721846,6295.33063,2559.639032,1975.291669,3202.203079,2298.57148,1775.687964,2872.923429,2084.916396,1576.299725,2685.998121
2011,70,NCD_LRI,4731.623791,3630.189063,5948.568087,2416.622486,1860.014845,3029.40808,2178.658804,1679.111566,2727.974164,1979.167485,1490.128337,2551.438198
2012,70,NCD_LRI,4938.399485,3779.158982,6219.115211,2520.603071,1935.027046,3165.674618,2264.439657,1740.433899,2840.846846,2049.280625,1541.886009,2645.917706
2013,70,NCD_LRI,4842.285634,3701.048619,6106.374851,2490.949345,1909.342594,3133.279117,2234.772581,1715.465881,2807.222971,2020.593008,1518.134157,2610.211276
2014,70,NCD_LRI,4659.955982,3566.583869,5877.420231,2416.575197,1854.875728,3039.562663,2178.684917,1675.606067,2735.164299,1962.911885,1479.092806,2540.66776
2015,70,NCD_LRI,4906.833783,3727.045578,6234.959136,2576.475052,1961.832207,3266.592875,2319.301132,1769.542963,2934.730765,2088.456294,1555.456594,2736.051916
2016,70,NCD_LRI,4548.696297,3428.247303,5829.141286,2398.520401,1811.772935,3067.375168,2162.393991,1637.275635,2759.248091,1946.620599,1433.764634,2569.36771
2000,75,NCD_LRI,8211.770854,6358.242784,10273.89234,3329.485488,2581.362224,4160.601957,2258.032245,1752.749804,2818.357099,2366.269813,1774.717331,3059.32318
2001,75,NCD_LRI,8101.344017,6269.512932,10130.35729,3319.757111,2572.754822,4146.531426,2252.41327,1747.835685,2809.48953,2368.739058,1782.608002,3078.432933
2002,75,NCD_LRI,8054.908755,6257.921982,10030.69336,3324.380483,2584.865849,4137.05537,2256.145922,1757.530506,2802.50437,2377.712581,1817.25199,3069.377326
2003,75,NCD_LRI,8362.959563,6511.492968,10386.90681,3456.241392,2692.662823,4291.112348,2359.589333,1840.926165,2925.117683,2492.381924,1894.932033,3194.867196
2004,75,NCD_LRI,8005.900962,6217.796806,9983.314394,3332.518842,2590.577052,4154.006131,2254.501976,1754.8285,2805.550019,2381.794513,1797.578001,3071.091943
2005,75,NCD_LRI,8210.809876,6393.042045,10218.71033,3410.645935,2659.91211,4237.851396,2383.506941,1860.111644,2959.701916,2532.990509,1910.717951,3237.670185
2006,75,NCD_LRI,8247.066965,6431.953697,10255.7729,3431.488954,2681.976878,4257.203981,2423.712591,1894.534826,3007.030581,2566.335881,1952.304867,3288.968952
2007,75,NCD_LRI,7775.157291,6036.174749,9699.69795,3229.248757,2512.494973,4019.26935,2277.513002,1772.464937,2834.563084,2411.619116,1820.351311,3094.930931
2008,75,NCD_LRI,8099.030902,6279.231973,10095.18979,3365.495856,2616.139569,4184.686058,2372.458173,1844.008729,2950.863042,2495.387901,1904.481969,3207.7966
2009,75,NCD_LRI,7849.23067,6080.92619,9774.665343,3302.987144,2565.940407,4103.2489,2308.661284,1793.762108,2868.115614,2434.173022,1839.018169,3113.735885
2010,75,NCD_LRI,7512.295722,5811.841311,9369.844962,3183.016992,2469.66912,3959.898976,2266.751741,1759.551989,2819.428418,2389.839374,1803.99226,3075.506151
2011,75,NCD_LRI,7094.355658,5477.759126,8864.349789,3009.393462,2329.808587,3751.244082,2151.840199,1667.244729,2680.782038,2267.883144,1709.723364,2931.952657
2012,75,NCD_LRI,7364.212895,5668.847071,9217.129974,3124.563792,2411.90145,3901.955615,2227.883741,1720.450718,2781.594662,2363.380885,1766.134575,3027.453934
2013,75,NCD_LRI,7219.51905,5549.99954,9052.771611,3088.468332,2380.07647,3864.670742,2199.612513,1696.152396,2751.111251,2322.261151,1736.759909,3017.60927
2014,75,NCD_LRI,6973.6475,5366.924769,8745.774883,3007.788598,2320.436055,3763.645826,2145.645516,1657.175073,2682.008692,2268.627157,1704.245091,2954.710102
2015,75,NCD_LRI,7283.174138,5565.023898,9200.57528,3187.497439,2440.638521,4019.004496,2265.418103,1736.812889,2853.043999,2386.574085,1771.791393,3143.349026
2016,75,NCD_LRI,6747.449569,5115.132386,8597.320831,2966.435774,2252.743375,3773.208142,2105.943262,1602.107344,2674.636077,2228.411835,1636.36248,2968.063488
2000,80,NCD_LRI,12327.13738,9615.669537,15310.66916,3946.644696,3081.72856,4899.190988,2463.425526,1925.061603,3054.300239,3097.199197,2283.672198,3912.889993
2001,80,NCD_LRI,12183.41709,9502.01396,15124.17662,3943.390423,3078.692911,4891.84058,2466.13879,1926.971658,3056.130915,3086.140668,2289.452303,3920.746417
2002,80,NCD_LRI,12200.0018,9549.389544,15090.5995,3971.113903,3110.403598,4910.864811,2503.794734,1962.549961,3092.750615,3100.174699,2334.119589,3954.668883
2003,80,NCD_LRI,12721.89511,9977.377677,15702.56722,4147.816136,3254.352215,5120.565396,2609.577503,2048.804427,3218.218611,3224.680834,2441.89946,4152.100075
2004,80,NCD_LRI,12204.41196,9549.716391,15114.53617,4014.099076,3142.635325,4972.010073,2505.921276,1963.168421,3100.340833,3115.642062,2345.994781,3981.92121
2005,80,NCD_LRI,12503.11053,9801.778268,15456.2267,4102.160278,3220.101719,5064.514485,2645.270905,2076.829889,3265.821716,3272.226984,2512.426338,4247.734133
2006,80,NCD_LRI,12574.05933,9868.843468,15529.27038,4137.011426,3252.644784,5099.872611,2701.595662,2123.461391,3331.948178,3353.249955,2574.201291,4261.72907
2007,80,NCD_LRI,11849.5881,9265.568656,14672.99519,3893.732978,3049.853702,4812.836779,2536.621983,1986.690372,3136.365006,3127.057519,2379.424812,3998.161585
2008,80,NCD_LRI,12374.20745,9668.637797,15302.41992,4069.799693,3186.587696,5023.652823,2637.728108,2065.035271,3257.166449,3265.869682,2474.059335,4202.894356
2009,80,NCD_LRI,12022.79439,9392.37193,14856.64261,4008.501002,3138.441905,4944.06037,2586.157371,2024.147699,3191.118879,3196.157768,2405.20422,4097.849622
2010,80,NCD_LRI,11557.90751,9018.185969,14298.03513,3878.188696,3033.088368,4788.166838,2542.775081,1988.258637,3140.588786,3151.375371,2384.531569,4035.098083
2011,80,NCD_LRI,10962.20778,8536.609158,13582.47872,3682.576606,2873.745602,4554.115249,2427.548265,1895.074879,3001.917021,2990.21489,2278.345863,3857.852733
2012,80,NCD_LRI,11390.05556,8843.789243,14141.45112,3831.032267,2981.245197,4747.549333,2517.727872,1959.401113,3120.643741,3112.412913,2354.297282,4005.614212
2013,80,NCD_LRI,11218.22396,8693.73412,13950.57754,3805.938796,2955.560588,4725.454946,2487.607876,1932.455389,3087.858598,3077.74544,2309.279095,3973.772464
2014,80,NCD_LRI,10886.90828,8448.293176,13540.92098,3722.085789,2894.008533,4621.502005,2442.359236,1900.665234,3030.101107,3035.069224,2271.176665,3924.825688
2015,80,NCD_LRI,11314.67076,8721.846519,14163.12867,3929.505204,3033.986296,4910.933341,2568.195581,1984.978571,3207.063952,3203.074296,2361.743831,4181.156395
2016,80,NCD_LRI,10508.189,8046.683463,13257.40857,3665.423839,2810.714264,4618.625867,2387.909146,1833.55831,3005.270197,2985.522211,2179.95483,3927.260794
2000,85,NCD_LRI,37031.73482,29290.81005,45412.87933,7721.603447,6113.336509,9462.184544,4604.509617,3641.924159,5646.513542,7083.026647,5511.47843,9048.713914
2001,85,NCD_LRI,35701.40196,28269.93351,43704.84742,7608.428653,6028.470539,9312.551007,4511.734749,3571.797679,5524.345027,6908.181924,5391.039838,8973.790228
2002,85,NCD_LRI,35476.96561,28168.68839,43281.78739,7602.91319,6037.505528,9277.33984,4528.406781,3593.686974,5526.686836,6916.760173,5382.235078,8619.897251
2003,85,NCD_LRI,36715.89787,29212.85989,44674.40685,7884.671268,6273.135805,9598.481137,4687.334865,3727.788611,5705.99363,7147.379672,5546.104114,9025.712782
2004,85,NCD_LRI,35066.97982,27858.50371,42748.74204,7608.817838,6046.124684,9278.840682,4508.19743,3579.259826,5499.22814,6857.158517,5345.935791,8861.973428
2005,85,NCD_LRI,35979.50212,28617.40261,43798.97539,7775.315999,6189.519044,9457.304922,4772.27653,3794.306673,5811.919037,7256.206356,5678.567736,9253.727199
2006,85,NCD_LRI,36495.01013,29053.02383,44381.00968,7897.071505,6293.435576,9592.744445,4879.91503,3883.562899,5936.661275,7401.344031,5821.213875,9246.719035
2007,85,NCD_LRI,34279.09585,27226.20929,41753.39405,7417.464626,5897.35064,9026.045501,4563.242858,3623.577457,5560.494294,6909.354982,5338.72287,8501.772214
2008,85,NCD_LRI,35896.33512,28507.25836,43675.67013,7762.522749,6171.671933,9433.903004,4777.380044,3794.431933,5813.001048,7221.251029,5513.27266,9072.456386
2009,85,NCD_LRI,35115.96784,27881.71158,42711.35109,7709.282685,6129.945998,9366.950777,4693.965692,3728.842636,5708.770126,7081.29511,5377.4136,8807.109356
2010,85,NCD_LRI,33761.05642,26765.16541,41101.19931,7457.035663,5920.587464,9067.724144,4608.103721,3655.376832,5609.828091,6950.388448,5292.541454,8729.488662
2011,85,NCD_LRI,32253.76178,25530.83025,39313.63301,7137.921413,5657.48599,8691.391594,4417.805485,3499.132799,5384.075566,6651.897728,5117.853486,8369.439424
2012,85,NCD_LRI,33552.17379,26505.84499,40960.88841,7441.801133,5887.799745,9075.030943,4621.125409,3652.8005,5640.600537,6943.45146,5382.560709,8738.736214
2013,85,NCD_LRI,33305.70087,26282.68582,40715.30397,7455.509823,5891.252651,9105.191636,4613.424662,3641.913319,5639.958882,6922.332883,5379.232975,8833.597851
2014,85,NCD_LRI,32823.29927,25933.06978,40110.65621,7381.825134,5838.28094,9010.755127,4582.869375,3623.458736,5597.354065,6872.223167,5365.774044,8765.6639
2015,85,NCD_LRI,34082.277,26815.91285,41843.00576,7776.655316,6124.194336,9537.76315,4808.923187,3786.743685,5899.913341,7208.342867,5578.340318,9255.946092
2016,85,NCD_LRI,31810.41166,24917.38604,39256.23384,7283.467564,5709.041873,8981.441693,4495.358056,3524.041537,5544.016111,6732.283323,5172.291251,8764.649869
2000,25,Stroke,6.16932124,2.382779995,11.39089377,6.20728702,2.400128275,11.45012862,1.901867232,0.732271976,3.525365138,4.251854734,1.64092128,7.86167635
2001,25,Stroke,5.89602042,2.263950668,10.96056674,5.930685616,2.280238857,11.01313148,1.815827097,0.69565298,3.386424115,4.044702223,1.554349662,7.537710193
2002,25,Stroke,5.864789662,2.26107336,10.8806812,5.906573249,2.280152685,10.94516804,1.811442868,0.697031899,3.36975002,4.054665694,1.563980283,7.530012995
2003,25,Stroke,5.980554432,2.339934832,10.97823545,6.025942645,2.360271601,11.05007727,1.849768491,0.721607272,3.406702079,4.150297802,1.623819042,7.625231355
2004,25,Stroke,5.725417044,2.221253974,10.5718947,5.755010573,2.23485098,10.61667901,1.754426894,0.678513726,3.251193099,3.926596537,1.521844452,7.258361322
2005,25,Stroke,5.888922564,2.324377495,10.76087632,5.950482177,2.351162597,10.86229429,1.851080771,0.728595795,3.392769364,4.204150739,1.657597691,7.690047846
2006,25,Stroke,5.724933866,2.258135805,10.47095844,5.793672679,2.287528459,10.58672375,1.810337558,0.711883062,3.322016711,4.124309034,1.622433548,7.561185775
2007,25,Stroke,5.280755431,2.076125747,9.667925076,5.331997151,2.098311096,9.75314096,1.650648823,0.646990696,3.032713913,3.770508971,1.478164017,6.92054579
2008,25,Stroke,5.500533308,2.203024632,9.967286888,5.547986621,2.223932403,10.04474717,1.7147027,0.684284765,3.118451346,3.934470973,1.571277998,7.153783834
2009,25,Stroke,5.248818877,2.073313199,9.634218663,5.297154559,2.094405025,9.713684974,1.641012861,0.646389244,3.021324254,3.728940656,1.47088614,6.857356467
2010,25,Stroke,5.002875077,1.93873713,9.323568569,5.083952705,1.972821513,9.462740374,1.603510762,0.620693306,2.993767657,3.657173931,1.413937984,6.832439096
2011,25,Stroke,4.265770243,1.650003775,7.958652862,4.337076235,1.679646014,8.082425449,1.366395313,0.527684677,2.554894768,3.118230274,1.204193215,5.837442451
2012,25,Stroke,4.534900048,1.737379093,8.53756829,4.601226546,1.765067517,8.652662544,1.442324131,0.551877402,2.72123092,3.302008779,1.262135717,6.24256154
2013,25,Stroke,4.425757371,1.690701361,8.337036909,4.493420117,1.718756688,8.454779156,1.409955244,0.538035358,2.661307047,3.209123098,1.225152794,6.057768637
2014,25,Stroke,4.112661337,1.542245211,7.840215706,4.187663345,1.572543776,7.973930937,1.324980267,0.496599435,2.530245778,3.010328444,1.127824007,5.754421869
2015,25,Stroke,4.457041263,1.695117559,8.372204573,4.546981589,1.731108089,8.534385911,1.446328653,0.549118913,2.724446915,3.269289176,1.239637973,6.160985212
2016,25,Stroke,4.11897544,1.541879945,7.822017406,4.203363926,1.574897643,7.976536988,1.339734155,0.500612322,2.551459636,3.017203535,1.125911606,5.753802811
2000,30,Stroke,9.348721028,3.684326679,17.08415843,9.178286082,3.62176886,16.75540394,4.216454474,1.665307253,7.6952149,7.33159654,2.887335707,13.40563471
2001,30,Stroke,8.937361478,3.503741308,16.45713357,8.773291163,3.444136254,16.13587473,4.019573808,1.580181245,7.386754147,6.979711028,2.73736508,12.86736393
2002,30,Stroke,8.931333327,3.518161053,16.3938912,8.777742173,3.462616668,16.09184714,4.035375421,1.594236453,7.390140566,7.020734756,2.765823106,12.89331687
2003,30,Stroke,9.040704826,3.603578183,16.43914856,8.889378862,3.547389891,16.14595697,4.088039483,1.632867644,7.419494709,7.118945264,2.839884084,12.95525985
2004,30,Stroke,8.620703797,3.397999341,15.81366226,8.45785767,3.337508468,15.49852549,3.860512119,1.524838281,7.070917433,6.715809574,2.645511462,12.32834341
2005,30,Stroke,9.020474195,3.606827786,16.40155521,8.889619695,3.559304024,16.14211308,4.148508508,1.662536162,7.528420465,7.27282027,2.907709388,13.24273747
2006,30,Stroke,8.849699661,3.53453765,16.08315175,8.734111863,3.493228253,15.85137399,4.098319742,1.640145829,7.435448311,7.196990162,2.870595308,13.1109359
2007,30,Stroke,8.112158898,3.227362346,14.78639845,7.986390276,3.18159035,14.5385811,3.710726755,1.479177636,6.75417999,6.535984921,2.595725891,11.94560985
2008,30,Stroke,8.391493599,3.390681177,15.13466758,8.254197584,3.339523926,14.86758197,3.830297829,1.549914632,6.899235476,6.758158847,2.725793929,12.22877072
2009,30,Stroke,8.00163917,3.193813475,14.58275642,7.884819194,3.151550382,14.35123951,3.665526259,1.466133692,6.668826992,6.423871764,2.561826321,11.72558351
2010,30,Stroke,7.677868918,3.008050758,14.20458808,7.615904623,2.989424929,14.06428932,3.602260193,1.416347904,6.645089254,6.328751445,2.476945087,11.72771549
2011,30,Stroke,6.628356889,2.580988884,12.32387501,6.581653448,2.567483596,12.21679221,3.111050706,1.215257052,5.770885066,5.481750849,2.133682872,10.21508972
2012,30,Stroke,7.031556019,2.711163874,13.17578039,6.9650512,2.690640047,13.02884528,3.275735584,1.267469041,6.123984269,5.787943896,2.229369187,10.87519178
2013,30,Stroke,6.917220127,2.663873304,12.96320752,6.862104695,2.647490827,12.83853215,3.235224142,1.2505867,6.046707372,5.692771124,2.192982479,10.68072936
2014,30,Stroke,6.518905228,2.467332885,12.37396508,6.489840909,2.461243031,12.29851847,3.087410572,1.173653278,5.844485373,5.4201454,2.054196805,10.30730138
2015,30,Stroke,7.016617917,2.679572815,13.19070551,7.004481439,2.67896559,13.15192421,3.348683911,1.282878471,6.284099567,5.847697594,2.231881446,11.01547933
2016,30,Stroke,6.480428848,2.430560304,12.32838909,6.473050174,2.43126481,12.30195773,3.095885095,1.164716307,5.881770457,5.397813213,2.021889819,10.30288146
2000,35,Stroke,16.08612574,6.393023283,29.14090983,15.28331593,6.082342227,27.65416882,11.67313873,4.66203685,21.06228915,13.62849414,5.409271807,24.73462191
2001,35,Stroke,15.47618725,6.122737809,28.18344362,14.70578265,5.826449538,26.74730703,11.20085452,4.454742914,20.30541568,13.07583225,5.167295021,23.86573744
2002,35,Stroke,15.64066829,6.226867869,28.42961511,14.87807388,5.93229214,27.00806405,11.38556509,4.558065168,20.59409065,13.30905036,5.293150951,24.20124751
2003,35,Stroke,15.79633876,6.362688652,28.40860619,15.03632865,6.063954537,27.01303101,11.51691808,4.66073489,20.62693162,13.46287579,5.420342432,24.24048217
2004,35,Stroke,15.06463565,5.996306814,27.32122124,14.31556965,5.704718951,25.93528797,10.89712951,4.357316081,19.68782524,12.71528594,5.053790836,23.0879022
2005,35,Stroke,15.8083744,6.380219388,28.36405147,15.07971512,6.096084437,27.01515375,11.73318312,4.759245837,20.95810334,13.76887587,5.556063039,24.76092958
2006,35,Stroke,15.6192511,6.318248805,27.97579996,14.91888992,6.04546865,26.67768883,11.67232898,4.743404055,20.82062025,13.71718582,5.541354145,24.61309696
2007,35,Stroke,14.20479897,5.707999239,25.55249381,13.53081614,5.446648487,24.30154947,10.48740229,4.233385935,18.79312064,12.35545893,4.952886337,22.28585498
2008,35,Stroke,14.57113715,5.93721541,26.01215623,13.86274879,5.658152179,24.70539751,10.71700583,4.384138567,19.06140943,12.6338791,5.135733737,22.64120832
2009,35,Stroke,13.91271479,5.613275788,25.06127397,13.27501496,5.365366512,23.87376433,10.27079523,4.162413561,18.42564687,12.0507416,4.854163404,21.75184176
2010,35,Stroke,13.34727296,5.310416063,24.35708949,12.81979276,5.112308441,23.34095214,10.10481166,4.043525067,18.34006554,11.86267981,4.713891933,21.68979458
2011,35,Stroke,11.69766791,4.633293974,21.45169756,11.24081825,4.461573469,20.57171916,8.853702325,3.525107741,16.15769695,10.41174245,4.118965282,19.14338579
2012,35,Stroke,12.3962687,4.878020423,22.88697451,11.8831319,4.685855464,21.891196,9.321484352,3.687451228,17.12709347,10.97703932,4.314611621,20.32573744
2013,35,Stroke,12.28458628,4.825558294,22.73335695,11.7988232,4.643468338,21.78887166,9.265265187,3.658252698,17.06325569,10.89163175,4.276843454,20.20705423
2014,35,Stroke,11.63836248,4.49280879,21.76614488,11.21848698,4.339539233,20.93815768,8.876980064,3.445258878,16.52429071,10.41128507,4.020644043,19.51269438
2015,35,Stroke,12.54070319,4.854684169,23.29285688,12.13404621,4.70499286,22.50457998,9.638825152,3.748620053,17.83476287,11.25296611,4.348425985,20.96087135
2016,35,Stroke,11.55948451,4.409019664,21.74079316,11.19376431,4.275988812,21.02556043,8.890123684,3.405432829,16.66413712,10.3694944,3.943391716,19.58247499
2000,40,Stroke,22.00281149,5.395455419,43.92313445,20.01565339,4.914784759,39.91248294,14.24136507,3.508840938,28.32453359,18.69259819,4.575970066,37.51289509
2001,40,Stroke,21.35129015,5.216544896,42.76059932,19.43217739,4.75531793,38.86959288,13.81300011,3.392769157,27.54453676,18.13403119,4.415334775,36.44455031
2002,40,Stroke,21.45188435,5.272660676,42.8315312,19.55106889,4.813218619,38.98036885,13.9545029,3.448814095,27.73097569,18.3436505,4.498141227,36.72905354
2003,40,Stroke,21.87057012,5.429942405,43.35531796,19.94552351,4.958622987,39.49181437,14.24243359,3.552885637,28.11223538,18.71115738,4.633210341,37.18258166
2004,40,Stroke,20.6724676,5.085503024,41.35998815,18.83741776,4.640042982,37.64544291,13.35741893,3.301077398,26.61397526,17.52848338,4.299233818,35.16923667
2005,40,Stroke,21.61336849,5.392008244,42.79240226,19.74624869,4.934691018,39.02884304,14.38227191,3.605949791,28.34008362,18.95215557,4.716017989,37.58948752
2006,40,Stroke,21.57086388,5.408525345,42.61717946,19.73039387,4.956188188,38.9047775,14.43278702,3.634916202,28.38960536,19.05942051,4.762069283,37.75042289
2007,40,Stroke,19.52804226,4.854970693,38.85590742,17.80828349,4.435893077,35.36601474,12.91472989,3.225597421,25.58566748,17.06918672,4.228758176,34.08727881
2008,40,Stroke,20.20598936,5.094342317,39.84362554,18.402131,4.64864,36.21407265,13.31759513,3.370822333,26.15507421,17.60585677,4.421119515,34.87459761
2009,40,Stroke,19.24127374,4.805477943,38.18735485,17.59423377,4.402518147,34.85007795,12.74511002,3.197667522,25.1827502,16.77779707,4.176114297,33.41929704
2010,40,Stroke,18.28959655,4.505696406,36.74599043,16.83539026,4.15845106,33.73715206,12.41551531,3.076763397,24.80738075,16.35478075,4.019918018,32.97487533
2011,40,Stroke,16.17223615,3.955118543,32.67675726,14.88761403,3.649739109,30.01121517,10.96507983,2.696452961,22.04338848,14.45392124,3.530804313,29.34337639
2012,40,Stroke,17.09757624,4.154011075,34.71356233,15.70343556,3.824420362,31.80433169,11.52484035,2.815395028,23.28374432,15.19978475,3.685841089,30.98179381
2013,40,Stroke,16.86811741,4.086339123,34.36602862,15.53087503,3.770948396,31.56853984,11.41356541,2.780923932,23.13462162,15.01606391,3.632717681,30.72375519
2014,40,Stroke,15.88682992,3.779187635,32.77592342,14.68719419,3.502487547,30.2279322,10.86471436,2.599968009,22.29674627,14.27049001,3.389951441,29.52885538
2015,40,Stroke,17.55618671,4.200632342,35.93375167,16.30532532,3.909024064,33.31689676,12.08884239,2.907416962,24.63634161,15.82691575,3.774838574,32.54063179
2016,40,Stroke,16.04508101,3.771754731,33.16765339,14.91851444,3.513737348,30.79179713,11.05411235,2.611378468,22.76294467,14.46409321,3.385461449,30.03891122
2000,45,Stroke,47.07769508,19.17382453,83.76625031,40.59853264,16.56238554,72.14351537,40.98942746,16.79510875,72.56724953,40.21077132,16.31441822,71.9973519
2001,45,Stroke,45.82086768,18.61967947,81.63765339,39.56503403,16.1057899,70.39395083,39.93952223,16.33652647,70.77003614,39.13776614,15.85420438,70.04561606
2002,45,Stroke,46.4253368,19.01899982,82.20383528,40.13505293,16.46941462,70.97003943,40.74784253,16.80050476,71.7596137,39.97417465,16.33422951,71.0382945
2003,45,Stroke,47.18580644,19.52023885,82.90376414,40.82369555,16.91004672,71.65139122,41.44691251,17.24098728,72.46723469,40.66551251,16.76440492,71.73759557
2004,45,Stroke,45.36206325,18.58995569,80.26780907,39.20192807,16.08482967,69.29199425,39.56300052,16.29737139,69.68333614,38.73846117,15.79838846,68.86657592
2005,45,Stroke,48.23667352,20.02432543,84.47602038,41.72615408,17.35273709,72.95448374,43.24612971,18.05580431,75.33325774,42.52142086,17.59035881,74.73635545
2006,45,Stroke,48.21597973,20.12373049,84.23905046,41.74186832,17.45685087,72.78448682,43.5423924,18.26632231,75.69642624,42.8122413,17.79441399,75.09431806
2007,45,Stroke,43.47063408,17.96688674,76.48418183,37.50972098,15.53328911,65.87140626,38.81091552,16.12141251,67.96034817,38.19167121,15.71167982,67.54332334
2008,45,Stroke,44.87638112,18.78340773,78.44185886,38.67427507,16.22082988,67.46655801,39.92876806,16.78733759,69.48708048,39.29803986,16.32224165,69.15517416
2009,45,Stroke,42.96355772,17.84867789,75.5767431,37.2331233,15.50048289,65.3619766,38.43201946,16.04716711,67.2811826,37.63540055,15.55809058,66.60004023
2010,45,Stroke,41.32509704,16.95954533,73.3749597,36.0578345,14.84044416,63.85069297,37.88278385,15.64143065,66.87771248,37.13917102,15.20248296,66.3032199
2011,45,Stroke,36.74457061,14.97634496,65.53588915,32.05268607,13.09788082,57.02581435,33.69047699,13.81006959,59.76254029,33.00354154,13.39122611,59.21285791
2012,45,Stroke,38.52979399,15.61446258,68.98749293,33.53326625,13.62423743,59.88413969,35.11327213,14.31147602,62.53016324,34.39989372,13.88940106,61.98202979
2013,45,Stroke,38.20924922,15.47866346,68.51474684,33.3561731,13.54377366,59.66799831,34.91746496,14.22763509,62.266945,34.16579771,13.79003193,61.65403491
2014,45,Stroke,36.3583756,14.54803559,65.87996342,31.88492169,12.79103183,57.62747833,33.58916703,13.51972319,60.51883194,32.81545567,13.07897175,59.71037193
2015,45,Stroke,39.89798581,16.00206643,71.89360173,35.2118047,14.15158353,63.3393857,37.11780509,14.96423746,66.56510204,36.22087285,14.45107739,65.65235381
2016,45,Stroke,36.55886218,14.46315302,66.69073986,32.30895066,12.80704136,58.83891546,34.06435292,13.54409836,61.85660948,33.16466009,13.03301436,60.88818444
2000,50,Stroke,79.00250746,32.38562966,139.0116583,63.30920065,25.99617381,111.2551871,55.68704973,22.9447917,97.59995735,62.2537618,25.31488522,110.4447983
2001,50,Stroke,77.2125903,31.59119469,135.934991,62.01818104,25.42596584,109.0199713,54.45505357,22.40503227,95.44782632,60.96526956,24.70586013,108.2299807
2002,50,Stroke,78.43491826,32.35509903,137.2954697,63.12437956,26.08804059,110.3176487,55.77357706,23.13892889,97.17525344,62.32656123,25.58979702,110.1002362
2003,50,Stroke,79.05205963,32.93566546,137.3304724,63.7166995,26.58397567,110.553713,56.40074507,23.61516359,97.58871432,62.96276795,26.089174,110.2965992
2004,50,Stroke,75.06386938,31.06874159,131.0929959,60.57508577,25.10555191,105.6786762,53.23765951,22.1356834,92.63974645,59.32559043,24.40166685,104.5071606
2005,50,Stroke,78.86057642,33.09728625,136.5153932,63.65969611,26.76203882,110.0422225,57.7182339,24.34222916,99.48575557,64.44122598,26.88423932,112.3733546
2006,50,Stroke,79.19062337,33.35904675,136.8058255,63.96360536,27.00061652,110.2883821,58.43534007,24.72795272,100.5383052,65.22217689,27.306656,113.5369078
